relationType,argSrc,argTrg
attack,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",the EU should not intervene in local politics.
neither,"Despite the severe clashes in Kiev, which at times have threatened to escalate,","Although Ukraine is a European country,"
neither,"Despite the severe clashes in Kiev, which at times have threatened to escalate,","and the Ukrainian opposition is primarily interested in installing a robust democracy,"
neither,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
neither,the EU should not intervene in local politics.,"Despite the severe clashes in Kiev, which at times have threatened to escalate,"
neither,the EU should not intervene in local politics.,"Although Ukraine is a European country,"
neither,the EU should not intervene in local politics.,"and the Ukrainian opposition is primarily interested in installing a robust democracy,"
neither,the EU should not intervene in local politics.,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
neither,"Although Ukraine is a European country,","Despite the severe clashes in Kiev, which at times have threatened to escalate,"
attack,"Although Ukraine is a European country,",the EU should not intervene in local politics.
neither,"Although Ukraine is a European country,","and the Ukrainian opposition is primarily interested in installing a robust democracy,"
neither,"Although Ukraine is a European country,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
neither,"and the Ukrainian opposition is primarily interested in installing a robust democracy,","Despite the severe clashes in Kiev, which at times have threatened to escalate,"
attack,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",the EU should not intervene in local politics.
neither,"and the Ukrainian opposition is primarily interested in installing a robust democracy,","Although Ukraine is a European country,"
neither,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
neither,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,"Despite the severe clashes in Kiev, which at times have threatened to escalate,"
support,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,the EU should not intervene in local politics.
neither,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,"Although Ukraine is a European country,"
neither,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,"and the Ukrainian opposition is primarily interested in installing a robust democracy,"
