relationType,argSrc,argTrg
neither,The thought of television exclusively made up of private channels scares me.,Admittedly trash and turmoil are exactly what the majority of people want to see.
neither,The thought of television exclusively made up of private channels scares me.,But to therefore offer TV according to audience rates only would be dangerous.
neither,The thought of television exclusively made up of private channels scares me.,Only in public TV programmes can viewers get information that is not profit-oriented.
neither,The thought of television exclusively made up of private channels scares me.,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
support,The thought of television exclusively made up of private channels scares me.,everyone should chip in.
neither,Admittedly trash and turmoil are exactly what the majority of people want to see.,The thought of television exclusively made up of private channels scares me.
neither,Admittedly trash and turmoil are exactly what the majority of people want to see.,But to therefore offer TV according to audience rates only would be dangerous.
neither,Admittedly trash and turmoil are exactly what the majority of people want to see.,Only in public TV programmes can viewers get information that is not profit-oriented.
neither,Admittedly trash and turmoil are exactly what the majority of people want to see.,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
attack,Admittedly trash and turmoil are exactly what the majority of people want to see.,everyone should chip in.
neither,But to therefore offer TV according to audience rates only would be dangerous.,The thought of television exclusively made up of private channels scares me.
attack,But to therefore offer TV according to audience rates only would be dangerous.,Admittedly trash and turmoil are exactly what the majority of people want to see.
neither,But to therefore offer TV according to audience rates only would be dangerous.,Only in public TV programmes can viewers get information that is not profit-oriented.
neither,But to therefore offer TV according to audience rates only would be dangerous.,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
neither,But to therefore offer TV according to audience rates only would be dangerous.,everyone should chip in.
neither,Only in public TV programmes can viewers get information that is not profit-oriented.,The thought of television exclusively made up of private channels scares me.
neither,Only in public TV programmes can viewers get information that is not profit-oriented.,Admittedly trash and turmoil are exactly what the majority of people want to see.
neither,Only in public TV programmes can viewers get information that is not profit-oriented.,But to therefore offer TV according to audience rates only would be dangerous.
neither,Only in public TV programmes can viewers get information that is not profit-oriented.,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
support,Only in public TV programmes can viewers get information that is not profit-oriented.,everyone should chip in.
neither,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,",The thought of television exclusively made up of private channels scares me.
neither,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,",Admittedly trash and turmoil are exactly what the majority of people want to see.
neither,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,",But to therefore offer TV according to audience rates only would be dangerous.
neither,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,",Only in public TV programmes can viewers get information that is not profit-oriented.
support,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,",everyone should chip in.
neither,everyone should chip in.,The thought of television exclusively made up of private channels scares me.
neither,everyone should chip in.,Admittedly trash and turmoil are exactly what the majority of people want to see.
neither,everyone should chip in.,But to therefore offer TV according to audience rates only would be dangerous.
neither,everyone should chip in.,Only in public TV programmes can viewers get information that is not profit-oriented.
neither,everyone should chip in.,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy,"
