relationType,argSrc,argTrg
support,Anti-virus software protects the users of a computer from dangers from the internet.,That's why everyone should have an anti-virus programme on his or her Windows machine.
neither,Anti-virus software protects the users of a computer from dangers from the internet.,"Admittedly they do not generally prevent you from catching a virus,"
neither,Anti-virus software protects the users of a computer from dangers from the internet.,since they can only react to publicly known threats.
neither,Anti-virus software protects the users of a computer from dangers from the internet.,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
neither,That's why everyone should have an anti-virus programme on his or her Windows machine.,Anti-virus software protects the users of a computer from dangers from the internet.
neither,That's why everyone should have an anti-virus programme on his or her Windows machine.,"Admittedly they do not generally prevent you from catching a virus,"
neither,That's why everyone should have an anti-virus programme on his or her Windows machine.,since they can only react to publicly known threats.
neither,That's why everyone should have an anti-virus programme on his or her Windows machine.,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
attack,"Admittedly they do not generally prevent you from catching a virus,",Anti-virus software protects the users of a computer from dangers from the internet.
neither,"Admittedly they do not generally prevent you from catching a virus,",That's why everyone should have an anti-virus programme on his or her Windows machine.
neither,"Admittedly they do not generally prevent you from catching a virus,",since they can only react to publicly known threats.
neither,"Admittedly they do not generally prevent you from catching a virus,","But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
neither,since they can only react to publicly known threats.,Anti-virus software protects the users of a computer from dangers from the internet.
neither,since they can only react to publicly known threats.,That's why everyone should have an anti-virus programme on his or her Windows machine.
support,since they can only react to publicly known threats.,"Admittedly they do not generally prevent you from catching a virus,"
neither,since they can only react to publicly known threats.,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
neither,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",Anti-virus software protects the users of a computer from dangers from the internet.
support,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",That's why everyone should have an anti-virus programme on his or her Windows machine.
neither,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.","Admittedly they do not generally prevent you from catching a virus,"
neither,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",since they can only react to publicly known threats.
