relationType,argSrc,argTrg
support,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.
neither,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",That's why causing such obstacles must to be more urgently punished.
neither,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.
neither,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",Yet then they misjudge its impact on road traffic.
neither,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work."
support,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,That's why causing such obstacles must to be more urgently punished.
neither,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.
neither,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,Yet then they misjudge its impact on road traffic.
neither,That's why causing such obstacles must to be more urgently punished.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work."
neither,That's why causing such obstacles must to be more urgently punished.,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.
neither,That's why causing such obstacles must to be more urgently punished.,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.
neither,That's why causing such obstacles must to be more urgently punished.,Yet then they misjudge its impact on road traffic.
neither,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work."
neither,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.
attack,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,That's why causing such obstacles must to be more urgently punished.
neither,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Yet then they misjudge its impact on road traffic.
neither,Yet then they misjudge its impact on road traffic.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work."
neither,Yet then they misjudge its impact on road traffic.,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.
neither,Yet then they misjudge its impact on road traffic.,That's why causing such obstacles must to be more urgently punished.
attack,Yet then they misjudge its impact on road traffic.,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.
