relationType,argSrc,argTrg
neither,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time.",Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.
neither,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time.",But still Germany produces way too much rubbish
neither,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time.",and too many resources are lost when what actually should be separated and recycled is burnt.
attack,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time.",We Berliners should take the chance and become pioneers in waste separation!
support,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time."
neither,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.,But still Germany produces way too much rubbish
neither,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.,and too many resources are lost when what actually should be separated and recycled is burnt.
neither,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.,We Berliners should take the chance and become pioneers in waste separation!
attack,But still Germany produces way too much rubbish,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time."
neither,But still Germany produces way too much rubbish,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.
neither,But still Germany produces way too much rubbish,and too many resources are lost when what actually should be separated and recycled is burnt.
neither,But still Germany produces way too much rubbish,We Berliners should take the chance and become pioneers in waste separation!
attack,and too many resources are lost when what actually should be separated and recycled is burnt.,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time."
neither,and too many resources are lost when what actually should be separated and recycled is burnt.,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.
neither,and too many resources are lost when what actually should be separated and recycled is burnt.,But still Germany produces way too much rubbish
neither,and too many resources are lost when what actually should be separated and recycled is burnt.,We Berliners should take the chance and become pioneers in waste separation!
neither,We Berliners should take the chance and become pioneers in waste separation!,"Yes, it's annoying and cumbersome to separate your rubbish properly all the time."
neither,We Berliners should take the chance and become pioneers in waste separation!,Three different bin bags stink away in the kitchen and have to be sorted into different wheelie bins.
neither,We Berliners should take the chance and become pioneers in waste separation!,But still Germany produces way too much rubbish
neither,We Berliners should take the chance and become pioneers in waste separation!,and too many resources are lost when what actually should be separated and recycled is burnt.
