relationType,argSrc,argTrg
neither,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
support,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.,Current regulations for the calculation of the total grade should therefore be maintained.
neither,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
neither,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
neither,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
support,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.,Current regulations for the calculation of the total grade should therefore be maintained.
neither,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
neither,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
neither,Current regulations for the calculation of the total grade should therefore be maintained.,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
neither,Current regulations for the calculation of the total grade should therefore be maintained.,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
neither,Current regulations for the calculation of the total grade should therefore be maintained.,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
neither,Current regulations for the calculation of the total grade should therefore be maintained.,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
neither,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
neither,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.,Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
attack,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.,Current regulations for the calculation of the total grade should therefore be maintained.
neither,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
neither,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight.",Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
neither,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight.",Adjusting the portion of the total grade upwards anyway would not be commensurate to other study assignments and examinations.
neither,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight.",Current regulations for the calculation of the total grade should therefore be maintained.
attack,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight.",Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
