relationType,argSrc,argTrg
neither,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",which in turn would result in generally clean pavements.
neither,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","Higher fines may not be ideal, particularly for financially weaker individuals,"
neither,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",but cleaning up after their dogs does happen to be the obligation of the owners.
support,which in turn would result in generally clean pavements.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
neither,which in turn would result in generally clean pavements.,"Higher fines may not be ideal, particularly for financially weaker individuals,"
neither,which in turn would result in generally clean pavements.,but cleaning up after their dogs does happen to be the obligation of the owners.
attack,"Higher fines may not be ideal, particularly for financially weaker individuals,","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
neither,"Higher fines may not be ideal, particularly for financially weaker individuals,",which in turn would result in generally clean pavements.
neither,"Higher fines may not be ideal, particularly for financially weaker individuals,",but cleaning up after their dogs does happen to be the obligation of the owners.
neither,but cleaning up after their dogs does happen to be the obligation of the owners.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
neither,but cleaning up after their dogs does happen to be the obligation of the owners.,which in turn would result in generally clean pavements.
attack,but cleaning up after their dogs does happen to be the obligation of the owners.,"Higher fines may not be ideal, particularly for financially weaker individuals,"
