relationType,argSrc,argTrg
neither,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
neither,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,women should still be informed about the risks and have a gynaecological examination before taking it.
neither,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.
attack,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,",No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
neither,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,",women should still be informed about the risks and have a gynaecological examination before taking it.
neither,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,",Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.
neither,women should still be informed about the risks and have a gynaecological examination before taking it.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
attack,women should still be informed about the risks and have a gynaecological examination before taking it.,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
neither,women should still be informed about the risks and have a gynaecological examination before taking it.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.
support,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
neither,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
neither,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,women should still be informed about the risks and have a gynaecological examination before taking it.
