relationType,argSrc,argTrg
neither,"Intelligence services should be more closely regulated by parliament,","for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
neither,"Intelligence services should be more closely regulated by parliament,",Checks could contribute to restricting the so far rather opaque scope of action of individual services.
neither,"Intelligence services should be more closely regulated by parliament,","Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
neither,"Intelligence services should be more closely regulated by parliament,",as ultimately this decision is in the hands of the respective government leaders.
support,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.","Intelligence services should be more closely regulated by parliament,"
neither,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.",Checks could contribute to restricting the so far rather opaque scope of action of individual services.
neither,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.","Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
neither,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.",as ultimately this decision is in the hands of the respective government leaders.
support,Checks could contribute to restricting the so far rather opaque scope of action of individual services.,"Intelligence services should be more closely regulated by parliament,"
neither,Checks could contribute to restricting the so far rather opaque scope of action of individual services.,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
neither,Checks could contribute to restricting the so far rather opaque scope of action of individual services.,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
neither,Checks could contribute to restricting the so far rather opaque scope of action of individual services.,as ultimately this decision is in the hands of the respective government leaders.
attack,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,","Intelligence services should be more closely regulated by parliament,"
neither,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,","for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
neither,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,",Checks could contribute to restricting the so far rather opaque scope of action of individual services.
neither,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,",as ultimately this decision is in the hands of the respective government leaders.
neither,as ultimately this decision is in the hands of the respective government leaders.,"Intelligence services should be more closely regulated by parliament,"
neither,as ultimately this decision is in the hands of the respective government leaders.,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
neither,as ultimately this decision is in the hands of the respective government leaders.,Checks could contribute to restricting the so far rather opaque scope of action of individual services.
support,as ultimately this decision is in the hands of the respective government leaders.,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
