relationType,argSrc,argTrg
neither,Berlin's basketball team has just come out of a sobering season.,Especially the home games have seen the team stay behind expectations.
neither,Berlin's basketball team has just come out of a sobering season.,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
neither,Berlin's basketball team has just come out of a sobering season.,"Indeed the team ended up third in the league,"
neither,Berlin's basketball team has just come out of a sobering season.,but given the cost of the star-players one could've expected more.
support,Especially the home games have seen the team stay behind expectations.,Berlin's basketball team has just come out of a sobering season.
neither,Especially the home games have seen the team stay behind expectations.,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
neither,Especially the home games have seen the team stay behind expectations.,"Indeed the team ended up third in the league,"
neither,Especially the home games have seen the team stay behind expectations.,but given the cost of the star-players one could've expected more.
neither,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,Berlin's basketball team has just come out of a sobering season.
support,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,Especially the home games have seen the team stay behind expectations.
neither,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,"Indeed the team ended up third in the league,"
neither,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.,but given the cost of the star-players one could've expected more.
attack,"Indeed the team ended up third in the league,",Berlin's basketball team has just come out of a sobering season.
neither,"Indeed the team ended up third in the league,",Especially the home games have seen the team stay behind expectations.
neither,"Indeed the team ended up third in the league,",A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
neither,"Indeed the team ended up third in the league,",but given the cost of the star-players one could've expected more.
neither,but given the cost of the star-players one could've expected more.,Berlin's basketball team has just come out of a sobering season.
neither,but given the cost of the star-players one could've expected more.,Especially the home games have seen the team stay behind expectations.
neither,but given the cost of the star-players one could've expected more.,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
attack,but given the cost of the star-players one could've expected more.,"Indeed the team ended up third in the league,"
