relationType,argSrc,argTrg
neither,Health insurance companies should naturally cover alternative medical treatments.,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,"
neither,Health insurance companies should naturally cover alternative medical treatments.,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
neither,Health insurance companies should naturally cover alternative medical treatments.,Besides many general practitioners offer such counselling and treatments in parallel anyway -
neither,Health insurance companies should naturally cover alternative medical treatments.,and who would want to question their broad expertise?
attack,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",Health insurance companies should naturally cover alternative medical treatments.
neither,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
neither,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",Besides many general practitioners offer such counselling and treatments in parallel anyway -
neither,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",and who would want to question their broad expertise?
neither,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,Health insurance companies should naturally cover alternative medical treatments.
attack,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,"
neither,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,Besides many general practitioners offer such counselling and treatments in parallel anyway -
neither,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,and who would want to question their broad expertise?
support,Besides many general practitioners offer such counselling and treatments in parallel anyway -,Health insurance companies should naturally cover alternative medical treatments.
neither,Besides many general practitioners offer such counselling and treatments in parallel anyway -,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,"
neither,Besides many general practitioners offer such counselling and treatments in parallel anyway -,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
neither,Besides many general practitioners offer such counselling and treatments in parallel anyway -,and who would want to question their broad expertise?
support,and who would want to question their broad expertise?,Health insurance companies should naturally cover alternative medical treatments.
neither,and who would want to question their broad expertise?,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,"
neither,and who would want to question their broad expertise?,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
neither,and who would want to question their broad expertise?,Besides many general practitioners offer such counselling and treatments in parallel anyway -
