relationType,argSrc,argTrg
neither,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
support,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.,Hence it is good when shops are not open on Sundays and public holidays.
neither,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
neither,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
neither,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper.",Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
support,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper.",Hence it is good when shops are not open on Sundays and public holidays.
neither,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper.","People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
neither,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper.","For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
neither,Hence it is good when shops are not open on Sundays and public holidays.,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
neither,Hence it is good when shops are not open on Sundays and public holidays.,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
neither,Hence it is good when shops are not open on Sundays and public holidays.,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
neither,Hence it is good when shops are not open on Sundays and public holidays.,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
neither,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't.",Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
neither,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't.","Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
attack,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't.",Hence it is good when shops are not open on Sundays and public holidays.
neither,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't.","For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
neither,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative.",Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
neither,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative.","Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
neither,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative.",Hence it is good when shops are not open on Sundays and public holidays.
attack,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative.","People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
