relationType,argSrc,argTrg
neither,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,","and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences."
attack,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
neither,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",for we need general and independent media.
neither,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.
neither,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences.","Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,"
attack,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
neither,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences.",for we need general and independent media.
neither,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences.",After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.
neither,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,","Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,"
neither,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,","and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences."
neither,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",for we need general and independent media.
neither,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.
neither,for we need general and independent media.,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,"
neither,for we need general and independent media.,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences."
support,for we need general and independent media.,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
neither,for we need general and independent media.,After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.
neither,After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,"
neither,After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.,"and others, such as “Musikantenstadl” and soap operas, are only interesting to certain audiences."
neither,After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
support,After all we want to get our view of the world neither through the lens of the government nor through that of rich media entrepreneurs.,for we need general and independent media.
