relationType,argSrc,argTrg
neither,The TV/radio licence fee can only be required of all citizens/households equally.,Critics point out that they are not using what's on offer by public broadcasting.
neither,The TV/radio licence fee can only be required of all citizens/households equally.,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
neither,The TV/radio licence fee can only be required of all citizens/households equally.,"However, it is impossible to monitor this and collect more customized fees."
neither,The TV/radio licence fee can only be required of all citizens/households equally.,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not."
attack,Critics point out that they are not using what's on offer by public broadcasting.,The TV/radio licence fee can only be required of all citizens/households equally.
neither,Critics point out that they are not using what's on offer by public broadcasting.,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
neither,Critics point out that they are not using what's on offer by public broadcasting.,"However, it is impossible to monitor this and collect more customized fees."
neither,Critics point out that they are not using what's on offer by public broadcasting.,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not."
neither,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.,The TV/radio licence fee can only be required of all citizens/households equally.
attack,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.,Critics point out that they are not using what's on offer by public broadcasting.
neither,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.,"However, it is impossible to monitor this and collect more customized fees."
neither,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not."
neither,"However, it is impossible to monitor this and collect more customized fees.",The TV/radio licence fee can only be required of all citizens/households equally.
attack,"However, it is impossible to monitor this and collect more customized fees.",Critics point out that they are not using what's on offer by public broadcasting.
neither,"However, it is impossible to monitor this and collect more customized fees.",I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
neither,"However, it is impossible to monitor this and collect more customized fees.","Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not."
support,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",The TV/radio licence fee can only be required of all citizens/households equally.
neither,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",Critics point out that they are not using what's on offer by public broadcasting.
neither,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
neither,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.","However, it is impossible to monitor this and collect more customized fees."
