relationType,argSrc,argTrg
neither,The death penalty should be abandoned everywhere.,From a Christian and humanistic perspective it is not allowed to kill someone.
neither,The death penalty should be abandoned everywhere.,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
neither,The death penalty should be abandoned everywhere.,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
neither,The death penalty should be abandoned everywhere.,Moreover it turns out time and again that innocent people are also convicted and executed.
support,From a Christian and humanistic perspective it is not allowed to kill someone.,The death penalty should be abandoned everywhere.
neither,From a Christian and humanistic perspective it is not allowed to kill someone.,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
neither,From a Christian and humanistic perspective it is not allowed to kill someone.,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
neither,From a Christian and humanistic perspective it is not allowed to kill someone.,Moreover it turns out time and again that innocent people are also convicted and executed.
attack,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.,The death penalty should be abandoned everywhere.
neither,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.,From a Christian and humanistic perspective it is not allowed to kill someone.
neither,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
neither,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.,Moreover it turns out time and again that innocent people are also convicted and executed.
neither,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,The death penalty should be abandoned everywhere.
neither,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,From a Christian and humanistic perspective it is not allowed to kill someone.
attack,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
neither,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,Moreover it turns out time and again that innocent people are also convicted and executed.
support,Moreover it turns out time and again that innocent people are also convicted and executed.,The death penalty should be abandoned everywhere.
neither,Moreover it turns out time and again that innocent people are also convicted and executed.,From a Christian and humanistic perspective it is not allowed to kill someone.
neither,Moreover it turns out time and again that innocent people are also convicted and executed.,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
neither,Moreover it turns out time and again that innocent people are also convicted and executed.,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
