relationType,argSrc,argTrg
neither,Although the workload is getting heavier in many professions,"and physical and psychological wear on personnel is steadily increasing,"
attack,Although the workload is getting heavier in many professions,the statutory retirement age should in the future not remain at 63 years.
neither,Although the workload is getting heavier in many professions,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,"
neither,Although the workload is getting heavier in many professions,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before."
neither,"and physical and psychological wear on personnel is steadily increasing,",Although the workload is getting heavier in many professions
attack,"and physical and psychological wear on personnel is steadily increasing,",the statutory retirement age should in the future not remain at 63 years.
neither,"and physical and psychological wear on personnel is steadily increasing,","For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,"
neither,"and physical and psychological wear on personnel is steadily increasing,","and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before."
neither,the statutory retirement age should in the future not remain at 63 years.,Although the workload is getting heavier in many professions
neither,the statutory retirement age should in the future not remain at 63 years.,"and physical and psychological wear on personnel is steadily increasing,"
neither,the statutory retirement age should in the future not remain at 63 years.,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,"
neither,the statutory retirement age should in the future not remain at 63 years.,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before."
neither,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,",Although the workload is getting heavier in many professions
neither,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,","and physical and psychological wear on personnel is steadily increasing,"
support,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,",the statutory retirement age should in the future not remain at 63 years.
neither,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,","and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before."
neither,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.",Although the workload is getting heavier in many professions
neither,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.","and physical and psychological wear on personnel is steadily increasing,"
support,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.",the statutory retirement age should in the future not remain at 63 years.
neither,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.","For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,"
