relationType,argSrc,argTrg
neither,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,Their treatment methods and successes are not amply researched or proven.
neither,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,"Yet many patients subjectively experience relief or are cured of their complaints,"
neither,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,which ultimately also saves costs for conventional treatments and medication.
neither,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,"Also conventional medicine is in many cases not successful,"
neither,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,"and, moreover, entails significant risks and side effects."
attack,Their treatment methods and successes are not amply researched or proven.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
neither,Their treatment methods and successes are not amply researched or proven.,"Yet many patients subjectively experience relief or are cured of their complaints,"
neither,Their treatment methods and successes are not amply researched or proven.,which ultimately also saves costs for conventional treatments and medication.
neither,Their treatment methods and successes are not amply researched or proven.,"Also conventional medicine is in many cases not successful,"
neither,Their treatment methods and successes are not amply researched or proven.,"and, moreover, entails significant risks and side effects."
neither,"Yet many patients subjectively experience relief or are cured of their complaints,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
attack,"Yet many patients subjectively experience relief or are cured of their complaints,",Their treatment methods and successes are not amply researched or proven.
neither,"Yet many patients subjectively experience relief or are cured of their complaints,",which ultimately also saves costs for conventional treatments and medication.
neither,"Yet many patients subjectively experience relief or are cured of their complaints,","Also conventional medicine is in many cases not successful,"
neither,"Yet many patients subjectively experience relief or are cured of their complaints,","and, moreover, entails significant risks and side effects."
support,which ultimately also saves costs for conventional treatments and medication.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
neither,which ultimately also saves costs for conventional treatments and medication.,Their treatment methods and successes are not amply researched or proven.
neither,which ultimately also saves costs for conventional treatments and medication.,"Yet many patients subjectively experience relief or are cured of their complaints,"
neither,which ultimately also saves costs for conventional treatments and medication.,"Also conventional medicine is in many cases not successful,"
neither,which ultimately also saves costs for conventional treatments and medication.,"and, moreover, entails significant risks and side effects."
support,"Also conventional medicine is in many cases not successful,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
neither,"Also conventional medicine is in many cases not successful,",Their treatment methods and successes are not amply researched or proven.
neither,"Also conventional medicine is in many cases not successful,","Yet many patients subjectively experience relief or are cured of their complaints,"
neither,"Also conventional medicine is in many cases not successful,",which ultimately also saves costs for conventional treatments and medication.
neither,"Also conventional medicine is in many cases not successful,","and, moreover, entails significant risks and side effects."
support,"and, moreover, entails significant risks and side effects.",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
neither,"and, moreover, entails significant risks and side effects.",Their treatment methods and successes are not amply researched or proven.
neither,"and, moreover, entails significant risks and side effects.","Yet many patients subjectively experience relief or are cured of their complaints,"
neither,"and, moreover, entails significant risks and side effects.",which ultimately also saves costs for conventional treatments and medication.
neither,"and, moreover, entails significant risks and side effects.","Also conventional medicine is in many cases not successful,"
