relationType,argSrc,argTrg
neither,Germany should by no means introduce capital punishment.,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
neither,Germany should by no means introduce capital punishment.,Capital punishment would be murder and would have to be punished with the death penalty itself.
neither,Germany should by no means introduce capital punishment.,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
neither,Germany should by no means introduce capital punishment.,although they have taken or destroyed another life?
neither,Germany should by no means introduce capital punishment.,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
support,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",Germany should by no means introduce capital punishment.
neither,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",Capital punishment would be murder and would have to be punished with the death penalty itself.
neither,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.","What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
neither,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",although they have taken or destroyed another life?
neither,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.","Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
support,Capital punishment would be murder and would have to be punished with the death penalty itself.,Germany should by no means introduce capital punishment.
neither,Capital punishment would be murder and would have to be punished with the death penalty itself.,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
neither,Capital punishment would be murder and would have to be punished with the death penalty itself.,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
neither,Capital punishment would be murder and would have to be punished with the death penalty itself.,although they have taken or destroyed another life?
neither,Capital punishment would be murder and would have to be punished with the death penalty itself.,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
support,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on",Germany should by no means introduce capital punishment.
neither,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on","If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
neither,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on",Capital punishment would be murder and would have to be punished with the death penalty itself.
neither,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on",although they have taken or destroyed another life?
neither,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on","Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
neither,although they have taken or destroyed another life?,Germany should by no means introduce capital punishment.
neither,although they have taken or destroyed another life?,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
neither,although they have taken or destroyed another life?,Capital punishment would be murder and would have to be punished with the death penalty itself.
attack,although they have taken or destroyed another life?,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
neither,although they have taken or destroyed another life?,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
neither,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.",Germany should by no means introduce capital punishment.
neither,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.","If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
neither,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.",Capital punishment would be murder and would have to be punished with the death penalty itself.
neither,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.","What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
attack,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection.",although they have taken or destroyed another life?
