relationType,argSrc,argTrg
neither,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",Also the rules of the public transportation services are rarely observed.
support,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.","This is why we need more police presence in public transport,"
neither,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",even if there are actually designated in-house security forces.
neither,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses.",Passengers would definitely feel safer then.
neither,Also the rules of the public transportation services are rarely observed.,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
support,Also the rules of the public transportation services are rarely observed.,"This is why we need more police presence in public transport,"
neither,Also the rules of the public transportation services are rarely observed.,even if there are actually designated in-house security forces.
neither,Also the rules of the public transportation services are rarely observed.,Passengers would definitely feel safer then.
neither,"This is why we need more police presence in public transport,","Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
neither,"This is why we need more police presence in public transport,",Also the rules of the public transportation services are rarely observed.
neither,"This is why we need more police presence in public transport,",even if there are actually designated in-house security forces.
neither,"This is why we need more police presence in public transport,",Passengers would definitely feel safer then.
neither,even if there are actually designated in-house security forces.,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
attack,even if there are actually designated in-house security forces.,Also the rules of the public transportation services are rarely observed.
neither,even if there are actually designated in-house security forces.,"This is why we need more police presence in public transport,"
neither,even if there are actually designated in-house security forces.,Passengers would definitely feel safer then.
neither,Passengers would definitely feel safer then.,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
neither,Passengers would definitely feel safer then.,Also the rules of the public transportation services are rarely observed.
support,Passengers would definitely feel safer then.,"This is why we need more police presence in public transport,"
neither,Passengers would definitely feel safer then.,even if there are actually designated in-house security forces.
