relationType,argSrc,argTrg
neither,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,After all there are many people in Germany who pay the fee although they merely use a computer to work.
neither,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used."
neither,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,However it is obvious that the license fee officers are not in a position to check the usage of every single device.
support,After all there are many people in Germany who pay the fee although they merely use a computer to work.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
neither,After all there are many people in Germany who pay the fee although they merely use a computer to work.,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used."
neither,After all there are many people in Germany who pay the fee although they merely use a computer to work.,However it is obvious that the license fee officers are not in a position to check the usage of every single device.
support,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
neither,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used.",After all there are many people in Germany who pay the fee although they merely use a computer to work.
neither,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used.",However it is obvious that the license fee officers are not in a position to check the usage of every single device.
attack,However it is obvious that the license fee officers are not in a position to check the usage of every single device.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
neither,However it is obvious that the license fee officers are not in a position to check the usage of every single device.,After all there are many people in Germany who pay the fee although they merely use a computer to work.
neither,However it is obvious that the license fee officers are not in a position to check the usage of every single device.,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used."
