relationType,argSrc,argTrg
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,",With those kinds of amounts you think twice about whether you really want to stay in the flat.
attack,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","This helps the landlords,"
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","as they can adjust their expenses through the increase,"
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","and also the tenants,"
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,",as they can plan for a maximum rent increase.
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,",as they have more pull in the end anyway.
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.",With those kinds of amounts you think twice about whether you really want to stay in the flat.
support,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","This helps the landlords,"
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","as they can adjust their expenses through the increase,"
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","and also the tenants,"
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.",as they can plan for a maximum rent increase.
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.","That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,"they’re very bad however, if the rent suddenly climbs by €100 or €200.",as they have more pull in the end anyway.
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
support,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"This helps the landlords,"
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"as they can adjust their expenses through the increase,"
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"and also the tenants,"
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,as they can plan for a maximum rent increase.
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
neither,With those kinds of amounts you think twice about whether you really want to stay in the flat.,as they have more pull in the end anyway.
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
neither,"If there must be rent increases, there should also be a cap to avoid nasty surprises.","they’re very bad however, if the rent suddenly climbs by €100 or €200."
