relationType,argSrc,argTrg
neither,Many people see proven relief of their symptoms and complaints by complementary medicine.,However there is no substantiated data that this healing isn't simply due to the placebo effect.
neither,Many people see proven relief of their symptoms and complaints by complementary medicine.,"Besides many practices in this field are not regulated professions,"
neither,Many people see proven relief of their symptoms and complaints by complementary medicine.,which means that quacks and phonies can practice these occupations unknown to the patients.
attack,Many people see proven relief of their symptoms and complaints by complementary medicine.,That's why the statutory health insurance companies should not cover such treatments.
neither,Many people see proven relief of their symptoms and complaints by complementary medicine.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
attack,However there is no substantiated data that this healing isn't simply due to the placebo effect.,Many people see proven relief of their symptoms and complaints by complementary medicine.
neither,However there is no substantiated data that this healing isn't simply due to the placebo effect.,"Besides many practices in this field are not regulated professions,"
neither,However there is no substantiated data that this healing isn't simply due to the placebo effect.,which means that quacks and phonies can practice these occupations unknown to the patients.
neither,However there is no substantiated data that this healing isn't simply due to the placebo effect.,That's why the statutory health insurance companies should not cover such treatments.
neither,However there is no substantiated data that this healing isn't simply due to the placebo effect.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
neither,"Besides many practices in this field are not regulated professions,",Many people see proven relief of their symptoms and complaints by complementary medicine.
neither,"Besides many practices in this field are not regulated professions,",However there is no substantiated data that this healing isn't simply due to the placebo effect.
support,"Besides many practices in this field are not regulated professions,",which means that quacks and phonies can practice these occupations unknown to the patients.
neither,"Besides many practices in this field are not regulated professions,",That's why the statutory health insurance companies should not cover such treatments.
neither,"Besides many practices in this field are not regulated professions,",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
neither,which means that quacks and phonies can practice these occupations unknown to the patients.,Many people see proven relief of their symptoms and complaints by complementary medicine.
neither,which means that quacks and phonies can practice these occupations unknown to the patients.,However there is no substantiated data that this healing isn't simply due to the placebo effect.
neither,which means that quacks and phonies can practice these occupations unknown to the patients.,"Besides many practices in this field are not regulated professions,"
support,which means that quacks and phonies can practice these occupations unknown to the patients.,That's why the statutory health insurance companies should not cover such treatments.
neither,which means that quacks and phonies can practice these occupations unknown to the patients.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
neither,That's why the statutory health insurance companies should not cover such treatments.,Many people see proven relief of their symptoms and complaints by complementary medicine.
neither,That's why the statutory health insurance companies should not cover such treatments.,However there is no substantiated data that this healing isn't simply due to the placebo effect.
neither,That's why the statutory health insurance companies should not cover such treatments.,"Besides many practices in this field are not regulated professions,"
neither,That's why the statutory health insurance companies should not cover such treatments.,which means that quacks and phonies can practice these occupations unknown to the patients.
neither,That's why the statutory health insurance companies should not cover such treatments.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
neither,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,Many people see proven relief of their symptoms and complaints by complementary medicine.
neither,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,However there is no substantiated data that this healing isn't simply due to the placebo effect.
neither,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,"Besides many practices in this field are not regulated professions,"
neither,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,which means that quacks and phonies can practice these occupations unknown to the patients.
attack,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,That's why the statutory health insurance companies should not cover such treatments.
