relationType,argSrc,argTrg
neither,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.,But without a prescription requirement there's also no medical advice given before intake.
neither,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
attack,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.,dispensing it without medical advice would be inappropriate.
neither,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
neither,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
attack,But without a prescription requirement there's also no medical advice given before intake.,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
neither,But without a prescription requirement there's also no medical advice given before intake.,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
neither,But without a prescription requirement there's also no medical advice given before intake.,dispensing it without medical advice would be inappropriate.
neither,But without a prescription requirement there's also no medical advice given before intake.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
neither,But without a prescription requirement there's also no medical advice given before intake.,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
neither,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
neither,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",But without a prescription requirement there's also no medical advice given before intake.
support,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",dispensing it without medical advice would be inappropriate.
neither,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,","Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
neither,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
neither,dispensing it without medical advice would be inappropriate.,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
neither,dispensing it without medical advice would be inappropriate.,But without a prescription requirement there's also no medical advice given before intake.
neither,dispensing it without medical advice would be inappropriate.,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
neither,dispensing it without medical advice would be inappropriate.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
neither,dispensing it without medical advice would be inappropriate.,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
neither,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
neither,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",But without a prescription requirement there's also no medical advice given before intake.
neither,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.","Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
support,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",dispensing it without medical advice would be inappropriate.
neither,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
neither,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
neither,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,But without a prescription requirement there's also no medical advice given before intake.
neither,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
neither,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,dispensing it without medical advice would be inappropriate.
support,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
