relationType,argSrc,argTrg
neither,"Dog owners should pay higher fines for dog dirt left on pavements,",although there aren't enough bins and bag-dispensers for dog dirt.
neither,"Dog owners should pay higher fines for dog dirt left on pavements,",One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,"Dog owners should pay higher fines for dog dirt left on pavements,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
neither,"Dog owners should pay higher fines for dog dirt left on pavements,","The city, especially the green spaces, should be kept tidy after all,"
neither,"Dog owners should pay higher fines for dog dirt left on pavements,",for they are there for our recreation.
neither,"Dog owners should pay higher fines for dog dirt left on pavements,",Besides you're not allowed to leave other rubbish without punishment.
attack,although there aren't enough bins and bag-dispensers for dog dirt.,"Dog owners should pay higher fines for dog dirt left on pavements,"
neither,although there aren't enough bins and bag-dispensers for dog dirt.,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,although there aren't enough bins and bag-dispensers for dog dirt.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
neither,although there aren't enough bins and bag-dispensers for dog dirt.,"The city, especially the green spaces, should be kept tidy after all,"
neither,although there aren't enough bins and bag-dispensers for dog dirt.,for they are there for our recreation.
neither,although there aren't enough bins and bag-dispensers for dog dirt.,Besides you're not allowed to leave other rubbish without punishment.
support,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,"Dog owners should pay higher fines for dog dirt left on pavements,"
neither,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,although there aren't enough bins and bag-dispensers for dog dirt.
neither,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
neither,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,"The city, especially the green spaces, should be kept tidy after all,"
neither,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,for they are there for our recreation.
neither,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.,Besides you're not allowed to leave other rubbish without punishment.
support,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.","Dog owners should pay higher fines for dog dirt left on pavements,"
neither,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",although there aren't enough bins and bag-dispensers for dog dirt.
neither,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.","The city, especially the green spaces, should be kept tidy after all,"
neither,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",for they are there for our recreation.
neither,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",Besides you're not allowed to leave other rubbish without punishment.
support,"The city, especially the green spaces, should be kept tidy after all,","Dog owners should pay higher fines for dog dirt left on pavements,"
neither,"The city, especially the green spaces, should be kept tidy after all,",although there aren't enough bins and bag-dispensers for dog dirt.
neither,"The city, especially the green spaces, should be kept tidy after all,",One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,"The city, especially the green spaces, should be kept tidy after all,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
neither,"The city, especially the green spaces, should be kept tidy after all,",for they are there for our recreation.
neither,"The city, especially the green spaces, should be kept tidy after all,",Besides you're not allowed to leave other rubbish without punishment.
neither,for they are there for our recreation.,"Dog owners should pay higher fines for dog dirt left on pavements,"
neither,for they are there for our recreation.,although there aren't enough bins and bag-dispensers for dog dirt.
neither,for they are there for our recreation.,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,for they are there for our recreation.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
support,for they are there for our recreation.,"The city, especially the green spaces, should be kept tidy after all,"
neither,for they are there for our recreation.,Besides you're not allowed to leave other rubbish without punishment.
support,Besides you're not allowed to leave other rubbish without punishment.,"Dog owners should pay higher fines for dog dirt left on pavements,"
neither,Besides you're not allowed to leave other rubbish without punishment.,although there aren't enough bins and bag-dispensers for dog dirt.
neither,Besides you're not allowed to leave other rubbish without punishment.,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
neither,Besides you're not allowed to leave other rubbish without punishment.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
neither,Besides you're not allowed to leave other rubbish without punishment.,"The city, especially the green spaces, should be kept tidy after all,"
neither,Besides you're not allowed to leave other rubbish without punishment.,for they are there for our recreation.
