relationType,argSrc,argTrg
neither,Video games ought to be included in the ranks of Olympic events.,The performance often required by players is considerable and by all means comparable to physical efforts.
neither,Video games ought to be included in the ranks of Olympic events.,"Various skills are promoted and required by different games,"
neither,Video games ought to be included in the ranks of Olympic events.,"including planning abilities, reaction time, and reasoning to name but a few."
neither,Video games ought to be included in the ranks of Olympic events.,"Considering their requirements, some video games are not relevant as sports,"
neither,Video games ought to be included in the ranks of Olympic events.,but this issue should be solvable through a clearly structured preselection process.
support,The performance often required by players is considerable and by all means comparable to physical efforts.,Video games ought to be included in the ranks of Olympic events.
neither,The performance often required by players is considerable and by all means comparable to physical efforts.,"Various skills are promoted and required by different games,"
neither,The performance often required by players is considerable and by all means comparable to physical efforts.,"including planning abilities, reaction time, and reasoning to name but a few."
neither,The performance often required by players is considerable and by all means comparable to physical efforts.,"Considering their requirements, some video games are not relevant as sports,"
neither,The performance often required by players is considerable and by all means comparable to physical efforts.,but this issue should be solvable through a clearly structured preselection process.
neither,"Various skills are promoted and required by different games,",Video games ought to be included in the ranks of Olympic events.
support,"Various skills are promoted and required by different games,",The performance often required by players is considerable and by all means comparable to physical efforts.
neither,"Various skills are promoted and required by different games,","including planning abilities, reaction time, and reasoning to name but a few."
neither,"Various skills are promoted and required by different games,","Considering their requirements, some video games are not relevant as sports,"
neither,"Various skills are promoted and required by different games,",but this issue should be solvable through a clearly structured preselection process.
neither,"including planning abilities, reaction time, and reasoning to name but a few.",Video games ought to be included in the ranks of Olympic events.
neither,"including planning abilities, reaction time, and reasoning to name but a few.",The performance often required by players is considerable and by all means comparable to physical efforts.
support,"including planning abilities, reaction time, and reasoning to name but a few.","Various skills are promoted and required by different games,"
neither,"including planning abilities, reaction time, and reasoning to name but a few.","Considering their requirements, some video games are not relevant as sports,"
neither,"including planning abilities, reaction time, and reasoning to name but a few.",but this issue should be solvable through a clearly structured preselection process.
attack,"Considering their requirements, some video games are not relevant as sports,",Video games ought to be included in the ranks of Olympic events.
neither,"Considering their requirements, some video games are not relevant as sports,",The performance often required by players is considerable and by all means comparable to physical efforts.
neither,"Considering their requirements, some video games are not relevant as sports,","Various skills are promoted and required by different games,"
neither,"Considering their requirements, some video games are not relevant as sports,","including planning abilities, reaction time, and reasoning to name but a few."
neither,"Considering their requirements, some video games are not relevant as sports,",but this issue should be solvable through a clearly structured preselection process.
neither,but this issue should be solvable through a clearly structured preselection process.,Video games ought to be included in the ranks of Olympic events.
neither,but this issue should be solvable through a clearly structured preselection process.,The performance often required by players is considerable and by all means comparable to physical efforts.
neither,but this issue should be solvable through a clearly structured preselection process.,"Various skills are promoted and required by different games,"
neither,but this issue should be solvable through a clearly structured preselection process.,"including planning abilities, reaction time, and reasoning to name but a few."
attack,but this issue should be solvable through a clearly structured preselection process.,"Considering their requirements, some video games are not relevant as sports,"
