relationType,argSrc,argTrg
neither,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.","Besides, the purchase of such CDs is unnecessary today,"
neither,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.","as, due to changed terms of business, many banks urge their customers to turn themselves in."
support,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
neither,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.","It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
neither,"Besides, the purchase of such CDs is unnecessary today,","By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too."
neither,"Besides, the purchase of such CDs is unnecessary today,","as, due to changed terms of business, many banks urge their customers to turn themselves in."
support,"Besides, the purchase of such CDs is unnecessary today,",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
neither,"Besides, the purchase of such CDs is unnecessary today,","It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
neither,"as, due to changed terms of business, many banks urge their customers to turn themselves in.","By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too."
support,"as, due to changed terms of business, many banks urge their customers to turn themselves in.","Besides, the purchase of such CDs is unnecessary today,"
neither,"as, due to changed terms of business, many banks urge their customers to turn themselves in.",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
neither,"as, due to changed terms of business, many banks urge their customers to turn themselves in.","It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
neither,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too."
neither,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,"Besides, the purchase of such CDs is unnecessary today,"
neither,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,"as, due to changed terms of business, many banks urge their customers to turn themselves in."
neither,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
neither,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.","By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too."
neither,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.","Besides, the purchase of such CDs is unnecessary today,"
neither,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.","as, due to changed terms of business, many banks urge their customers to turn themselves in."
attack,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
