relationType,argSrc,argTrg
neither,Not everyone should be obliged to pay the TV & radio licence.,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
neither,Not everyone should be obliged to pay the TV & radio licence.,"US series are preferred over “Tatort”,"
neither,Not everyone should be obliged to pay the TV & radio licence.,and online magazines are turned to instead of the “Tagesthemen”.
neither,Not everyone should be obliged to pay the TV & radio licence.,The TV & radio licence enables economically independent journalism.
neither,Not everyone should be obliged to pay the TV & radio licence.,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
support,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,Not everyone should be obliged to pay the TV & radio licence.
neither,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,"US series are preferred over “Tatort”,"
neither,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,and online magazines are turned to instead of the “Tagesthemen”.
neither,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,The TV & radio licence enables economically independent journalism.
neither,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
neither,"US series are preferred over “Tatort”,",Not everyone should be obliged to pay the TV & radio licence.
support,"US series are preferred over “Tatort”,",Particularly the younger generations are no longer dependent on the programming of public broadcasters.
neither,"US series are preferred over “Tatort”,",and online magazines are turned to instead of the “Tagesthemen”.
neither,"US series are preferred over “Tatort”,",The TV & radio licence enables economically independent journalism.
neither,"US series are preferred over “Tatort”,","But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
neither,and online magazines are turned to instead of the “Tagesthemen”.,Not everyone should be obliged to pay the TV & radio licence.
support,and online magazines are turned to instead of the “Tagesthemen”.,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
neither,and online magazines are turned to instead of the “Tagesthemen”.,"US series are preferred over “Tatort”,"
neither,and online magazines are turned to instead of the “Tagesthemen”.,The TV & radio licence enables economically independent journalism.
neither,and online magazines are turned to instead of the “Tagesthemen”.,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
attack,The TV & radio licence enables economically independent journalism.,Not everyone should be obliged to pay the TV & radio licence.
neither,The TV & radio licence enables economically independent journalism.,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
neither,The TV & radio licence enables economically independent journalism.,"US series are preferred over “Tatort”,"
neither,The TV & radio licence enables economically independent journalism.,and online magazines are turned to instead of the “Tagesthemen”.
neither,The TV & radio licence enables economically independent journalism.,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
neither,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.",Not everyone should be obliged to pay the TV & radio licence.
neither,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.",Particularly the younger generations are no longer dependent on the programming of public broadcasters.
neither,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.","US series are preferred over “Tatort”,"
neither,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.",and online magazines are turned to instead of the “Tagesthemen”.
attack,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them.",The TV & radio licence enables economically independent journalism.
