relationType,argSrc,argTrg
neither,The morning-after pill has a number of side effects.,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
neither,The morning-after pill has a number of side effects.,"However these are clearly stated on the package insert,"
neither,The morning-after pill has a number of side effects.,and a request for an early termination of a pregnancy is the right of every woman.
support,The morning-after pill has a number of side effects.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
neither,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.,The morning-after pill has a number of side effects.
neither,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.,"However these are clearly stated on the package insert,"
neither,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.,and a request for an early termination of a pregnancy is the right of every woman.
support,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
attack,"However these are clearly stated on the package insert,",The morning-after pill has a number of side effects.
neither,"However these are clearly stated on the package insert,",A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
neither,"However these are clearly stated on the package insert,",and a request for an early termination of a pregnancy is the right of every woman.
neither,"However these are clearly stated on the package insert,",The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
neither,and a request for an early termination of a pregnancy is the right of every woman.,The morning-after pill has a number of side effects.
neither,and a request for an early termination of a pregnancy is the right of every woman.,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
neither,and a request for an early termination of a pregnancy is the right of every woman.,"However these are clearly stated on the package insert,"
attack,and a request for an early termination of a pregnancy is the right of every woman.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
neither,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,The morning-after pill has a number of side effects.
neither,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
neither,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,"However these are clearly stated on the package insert,"
neither,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,and a request for an early termination of a pregnancy is the right of every woman.
