relationType,argSrc,argTrg
support,Intelligence services apparently enjoy indiscriminate liberties.,No one can follow their activities in detail.
neither,Intelligence services apparently enjoy indiscriminate liberties.,Of course a certain level of secrecy is the basis for the work of intelligence services.
neither,Intelligence services apparently enjoy indiscriminate liberties.,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
neither,Intelligence services apparently enjoy indiscriminate liberties.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
neither,No one can follow their activities in detail.,Intelligence services apparently enjoy indiscriminate liberties.
neither,No one can follow their activities in detail.,Of course a certain level of secrecy is the basis for the work of intelligence services.
neither,No one can follow their activities in detail.,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
support,No one can follow their activities in detail.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
neither,Of course a certain level of secrecy is the basis for the work of intelligence services.,Intelligence services apparently enjoy indiscriminate liberties.
attack,Of course a certain level of secrecy is the basis for the work of intelligence services.,No one can follow their activities in detail.
neither,Of course a certain level of secrecy is the basis for the work of intelligence services.,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
neither,Of course a certain level of secrecy is the basis for the work of intelligence services.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
neither,"The unregulated work of the secret services, however, carries the danger of misuse of their authority.",Intelligence services apparently enjoy indiscriminate liberties.
neither,"The unregulated work of the secret services, however, carries the danger of misuse of their authority.",No one can follow their activities in detail.
attack,"The unregulated work of the secret services, however, carries the danger of misuse of their authority.",Of course a certain level of secrecy is the basis for the work of intelligence services.
neither,"The unregulated work of the secret services, however, carries the danger of misuse of their authority.",That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
neither,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,Intelligence services apparently enjoy indiscriminate liberties.
neither,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,No one can follow their activities in detail.
neither,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,Of course a certain level of secrecy is the basis for the work of intelligence services.
neither,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
