relationType,argSrc,argTrg
support,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,For safety reasons alone I find continued operation wrong.
neither,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
neither,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
neither,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,These areas will be upgraded economically due to these factors (housing health and employment).
neither,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
neither,For safety reasons alone I find continued operation wrong.,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
neither,For safety reasons alone I find continued operation wrong.,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
neither,For safety reasons alone I find continued operation wrong.,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
neither,For safety reasons alone I find continued operation wrong.,These areas will be upgraded economically due to these factors (housing health and employment).
support,For safety reasons alone I find continued operation wrong.,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
neither,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.",I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
neither,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.",For safety reasons alone I find continued operation wrong.
neither,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.",Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
neither,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.",These areas will be upgraded economically due to these factors (housing health and employment).
support,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.","After the new BER Airport has been commissioned, Tegel should definitely be closed."
neither,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
neither,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,For safety reasons alone I find continued operation wrong.
neither,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
support,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,These areas will be upgraded economically due to these factors (housing health and employment).
neither,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
neither,These areas will be upgraded economically due to these factors (housing health and employment).,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
neither,These areas will be upgraded economically due to these factors (housing health and employment).,For safety reasons alone I find continued operation wrong.
neither,These areas will be upgraded economically due to these factors (housing health and employment).,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
neither,These areas will be upgraded economically due to these factors (housing health and employment).,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
support,These areas will be upgraded economically due to these factors (housing health and employment).,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
neither,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
neither,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",For safety reasons alone I find continued operation wrong.
neither,"After the new BER Airport has been commissioned, Tegel should definitely be closed.","Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
neither,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
neither,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",These areas will be upgraded economically due to these factors (housing health and employment).
