relationType,argSrc,argTrg
neither,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.
support,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners."
neither,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,"Of course, first they'd actually need to be caught in the act by public order officers,"
neither,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,"but once they have to dig into their pockets, their laziness will sure vanish!"
neither,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.
support,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners."
neither,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.,"Of course, first they'd actually need to be caught in the act by public order officers,"
neither,And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.,"but once they have to dig into their pockets, their laziness will sure vanish!"
neither,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.
neither,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.
neither,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Of course, first they'd actually need to be caught in the act by public order officers,"
neither,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","but once they have to dig into their pockets, their laziness will sure vanish!"
neither,"Of course, first they'd actually need to be caught in the act by public order officers,",One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.
neither,"Of course, first they'd actually need to be caught in the act by public order officers,",And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.
attack,"Of course, first they'd actually need to be caught in the act by public order officers,","Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners."
neither,"Of course, first they'd actually need to be caught in the act by public order officers,","but once they have to dig into their pockets, their laziness will sure vanish!"
neither,"but once they have to dig into their pockets, their laziness will sure vanish!",One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.
neither,"but once they have to dig into their pockets, their laziness will sure vanish!",And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.
neither,"but once they have to dig into their pockets, their laziness will sure vanish!","Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners."
attack,"but once they have to dig into their pockets, their laziness will sure vanish!","Of course, first they'd actually need to be caught in the act by public order officers,"
