relationType,argSrc,argTrg
neither,Olympic events are rooted in old traditions.,"On the other hand, the events have a culturally determined character."
neither,Olympic events are rooted in old traditions.,Our society is strongly digitized and influenced by computers.
neither,Olympic events are rooted in old traditions.,Yet sports are usually associated with physical training.
neither,Olympic events are rooted in old traditions.,"Since however skat, chess etc. are not accepted as Olympic events,"
support,Olympic events are rooted in old traditions.,computer games should also not be recognized as Olympic events.
neither,"On the other hand, the events have a culturally determined character.",Olympic events are rooted in old traditions.
neither,"On the other hand, the events have a culturally determined character.",Our society is strongly digitized and influenced by computers.
neither,"On the other hand, the events have a culturally determined character.",Yet sports are usually associated with physical training.
neither,"On the other hand, the events have a culturally determined character.","Since however skat, chess etc. are not accepted as Olympic events,"
attack,"On the other hand, the events have a culturally determined character.",computer games should also not be recognized as Olympic events.
neither,Our society is strongly digitized and influenced by computers.,Olympic events are rooted in old traditions.
neither,Our society is strongly digitized and influenced by computers.,"On the other hand, the events have a culturally determined character."
neither,Our society is strongly digitized and influenced by computers.,Yet sports are usually associated with physical training.
neither,Our society is strongly digitized and influenced by computers.,"Since however skat, chess etc. are not accepted as Olympic events,"
attack,Our society is strongly digitized and influenced by computers.,computer games should also not be recognized as Olympic events.
neither,Yet sports are usually associated with physical training.,Olympic events are rooted in old traditions.
neither,Yet sports are usually associated with physical training.,"On the other hand, the events have a culturally determined character."
neither,Yet sports are usually associated with physical training.,Our society is strongly digitized and influenced by computers.
neither,Yet sports are usually associated with physical training.,"Since however skat, chess etc. are not accepted as Olympic events,"
support,Yet sports are usually associated with physical training.,computer games should also not be recognized as Olympic events.
neither,"Since however skat, chess etc. are not accepted as Olympic events,",Olympic events are rooted in old traditions.
neither,"Since however skat, chess etc. are not accepted as Olympic events,","On the other hand, the events have a culturally determined character."
neither,"Since however skat, chess etc. are not accepted as Olympic events,",Our society is strongly digitized and influenced by computers.
neither,"Since however skat, chess etc. are not accepted as Olympic events,",Yet sports are usually associated with physical training.
support,"Since however skat, chess etc. are not accepted as Olympic events,",computer games should also not be recognized as Olympic events.
neither,computer games should also not be recognized as Olympic events.,Olympic events are rooted in old traditions.
neither,computer games should also not be recognized as Olympic events.,"On the other hand, the events have a culturally determined character."
neither,computer games should also not be recognized as Olympic events.,Our society is strongly digitized and influenced by computers.
neither,computer games should also not be recognized as Olympic events.,Yet sports are usually associated with physical training.
neither,computer games should also not be recognized as Olympic events.,"Since however skat, chess etc. are not accepted as Olympic events,"
