relationType,argSrc,argTrg
neither,There should be much higher fines for dog dirt left on pavements.,Stepping in dog dirt is gross and absolutely ruins your day
neither,There should be much higher fines for dog dirt left on pavements.,"due to the dirt, the stench and the often considerable effort to get rid of it."
neither,There should be much higher fines for dog dirt left on pavements.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
neither,There should be much higher fines for dog dirt left on pavements.,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
neither,There should be much higher fines for dog dirt left on pavements.,but according to this logic one could hardly make the taxpayer accountable for almost any offense.
support,Stepping in dog dirt is gross and absolutely ruins your day,There should be much higher fines for dog dirt left on pavements.
neither,Stepping in dog dirt is gross and absolutely ruins your day,"due to the dirt, the stench and the often considerable effort to get rid of it."
neither,Stepping in dog dirt is gross and absolutely ruins your day,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
neither,Stepping in dog dirt is gross and absolutely ruins your day,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
neither,Stepping in dog dirt is gross and absolutely ruins your day,but according to this logic one could hardly make the taxpayer accountable for almost any offense.
neither,"due to the dirt, the stench and the often considerable effort to get rid of it.",There should be much higher fines for dog dirt left on pavements.
support,"due to the dirt, the stench and the often considerable effort to get rid of it.",Stepping in dog dirt is gross and absolutely ruins your day
neither,"due to the dirt, the stench and the often considerable effort to get rid of it.","Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
neither,"due to the dirt, the stench and the often considerable effort to get rid of it.","Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
neither,"due to the dirt, the stench and the often considerable effort to get rid of it.",but according to this logic one could hardly make the taxpayer accountable for almost any offense.
support,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",There should be much higher fines for dog dirt left on pavements.
neither,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",Stepping in dog dirt is gross and absolutely ruins your day
neither,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","due to the dirt, the stench and the often considerable effort to get rid of it."
neither,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
neither,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",but according to this logic one could hardly make the taxpayer accountable for almost any offense.
attack,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",There should be much higher fines for dog dirt left on pavements.
neither,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",Stepping in dog dirt is gross and absolutely ruins your day
neither,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","due to the dirt, the stench and the often considerable effort to get rid of it."
neither,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
neither,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",but according to this logic one could hardly make the taxpayer accountable for almost any offense.
neither,but according to this logic one could hardly make the taxpayer accountable for almost any offense.,There should be much higher fines for dog dirt left on pavements.
neither,but according to this logic one could hardly make the taxpayer accountable for almost any offense.,Stepping in dog dirt is gross and absolutely ruins your day
neither,but according to this logic one could hardly make the taxpayer accountable for almost any offense.,"due to the dirt, the stench and the often considerable effort to get rid of it."
neither,but according to this logic one could hardly make the taxpayer accountable for almost any offense.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
attack,but according to this logic one could hardly make the taxpayer accountable for almost any offense.,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
