relationType,argSrc,argTrg
neither,The morning-after pill ought to be available over-the-counter in pharmacies.,Even with state-of-the-art contraceptives there can be mistakes and problems
neither,The morning-after pill ought to be available over-the-counter in pharmacies.,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
neither,The morning-after pill ought to be available over-the-counter in pharmacies.,"Some worry about careless use of such measures,"
neither,The morning-after pill ought to be available over-the-counter in pharmacies.,but this problem should rather be addressed with comprehensive prior education.
support,Even with state-of-the-art contraceptives there can be mistakes and problems,The morning-after pill ought to be available over-the-counter in pharmacies.
neither,Even with state-of-the-art contraceptives there can be mistakes and problems,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
neither,Even with state-of-the-art contraceptives there can be mistakes and problems,"Some worry about careless use of such measures,"
neither,Even with state-of-the-art contraceptives there can be mistakes and problems,but this problem should rather be addressed with comprehensive prior education.
support,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.,The morning-after pill ought to be available over-the-counter in pharmacies.
neither,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.,Even with state-of-the-art contraceptives there can be mistakes and problems
neither,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.,"Some worry about careless use of such measures,"
neither,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.,but this problem should rather be addressed with comprehensive prior education.
attack,"Some worry about careless use of such measures,",The morning-after pill ought to be available over-the-counter in pharmacies.
neither,"Some worry about careless use of such measures,",Even with state-of-the-art contraceptives there can be mistakes and problems
neither,"Some worry about careless use of such measures,",and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
neither,"Some worry about careless use of such measures,",but this problem should rather be addressed with comprehensive prior education.
neither,but this problem should rather be addressed with comprehensive prior education.,The morning-after pill ought to be available over-the-counter in pharmacies.
neither,but this problem should rather be addressed with comprehensive prior education.,Even with state-of-the-art contraceptives there can be mistakes and problems
neither,but this problem should rather be addressed with comprehensive prior education.,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
attack,but this problem should rather be addressed with comprehensive prior education.,"Some worry about careless use of such measures,"
